0.7252,0.0,0.7925,0.0,0.0,0.0,0.015,0.0,0.0
0.0203,0.8303,0.0,0.9111,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.0
0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.4519
0.0,0.1219,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0354,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9496,0.0,0.0
0.0,0.0,0.2075,0.0,0.0,0.0,0.0,0.0,0.0
0.2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0771,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008
